CELEVATION,CHEADING,CSPEED,TIME
0.0,27.580582013444413,0.0,1.0
0.0,2.9491231784972145,0.0,94.0
0.0,-11.833362713382206,0.0,274.5
0.0,30.0,0.0,347.0
0.0,8.736137496731823,0.0,360.0
0.0,-30.0,0.0,380.0
0.0,-29.431794967818817,0.0,395.5
0.0,23.799794319352323,0.0,415.5
0.0,30.0,0.0,436.5
0.0,-24.026610672239148,0.0,448.5
0.0,-30.0,0.0,465.0
0.0,23.625624429228314,0.0,480.5
0.0,30.0,0.0,493.5
0.0,-24.488890525429774,0.0,516.0
0.0,-30.0,0.0,528.0
0.0,-27.203029298348845,0.0,539.0
0.0,2.7815380444801265,0.0,550.0
0.0,24.733919454743557,0.0,560.5
0.0,30.0,0.0,570.5
0.0,30.0,0.0,584.0
0.0,26.561089273852403,0.0,594.5
0.0,25.950452113688474,0.0,604.5
0.0,20.058444448402284,0.0,617.0
0.0,-24.914948529982105,0.0,627.5
0.0,-30.0,0.0,637.5
0.0,-30.0,0.0,648.0
0.0,-29.482465536370025,0.0,661.5
0.0,-2.2772784367025807,0.0,673.0
0.0,-3.088053198351874,0.0,683.5
0.0,-30.0,0.0,694.5
0.0,2.775499508259748,0.0,704.5
0.0,-29.29996297345528,0.0,715.0
0.0,-24.287580330174514,0.0,725.5
0.0,13.964941615304753,0.0,737.0
0.0,30.0,0.0,749.5
0.0,24.86315032132206,0.0,759.5
0.0,18.93155565180769,0.0,770.5
0.0,30.0,0.0,781.0
0.0,5.49160747410478,0.0,795.0
0.0,18.35490956513945,0.0,808.5
0.0,27.10418611622184,0.0,828.0
0.0,-22.18624846709617,0.0,839.0
0.0,-17.100539988898788,0.0,860.5
0.0,24.022100781923076,0.0,871.5
0.0,-13.230212697393233,0.0,884.0
0.0,-8.946808119050687,0.0,894.5
0.0,8.83412549380034,0.0,905.0
0.0,-30.0,0.0,917.5
0.0,-1.2076294217668657,0.0,929.0
0.0,12.37606962603003,0.0,940.5
0.0,3.7851945882166156,0.0,953.0
0.0,16.217546934154647,0.0,965.0
0.0,-5.57076871647088,0.0,978.0
0.0,30.0,0.0,1002.5
0.0,-28.316944403962594,0.0,1018.5
0.0,-6.71208574788546,0.0,1029.5
0.0,0.32163556949523897,0.0,1042.5
0.0,-30.0,0.0,1053.5
0.0,30.0,0.0,1073.5
0.0,30.0,0.0,1096.0
0.0,12.167352049035795,0.0,1107.5
0.0,-30.0,0.0,1119.0
0.0,-15.716534846245665,0.0,1130.0
0.0,-30.0,0.0,1142.0
0.0,-19.25131327726255,0.0,1153.0
0.0,30.0,0.0,1163.0
0.0,22.591549784912203,0.0,1176.0
0.0,25.775413952845145,0.0,1187.5
0.0,26.942393568052005,0.0,1198.0
0.0,19.384446543002213,0.0,1210.0
0.0,-18.228274655210186,0.0,1222.0
0.0,-30.0,0.0,1233.5
0.0,-27.802981930566567,0.0,1244.0
0.0,-30.0,0.0,1257.0
0.0,-21.40363533448612,0.0,1270.5
0.0,-30.0,0.0,1282.5
0.0,-30.0,0.0,1295.5
0.0,-11.668185113772713,0.0,1311.5
0.0,2.7213018947254426,0.0,1323.5
0.0,-18.311122157311353,0.0,1334.5
0.0,5.616961329747674,0.0,1347.0
0.0,13.188148681112704,0.0,1359.5
0.0,20.141675197810457,0.0,1371.0
0.0,-1.0220270631441921,0.0,1383.0
0.0,-19.781472690668014,0.0,1393.0
0.0,-24.49865954658496,0.0,1404.0
0.0,-15.028303126263436,0.0,1415.5
0.0,-19.241373058691643,0.0,1426.0
0.0,-0.2313061800906624,0.0,1436.5
0.0,10.94826588028299,0.0,1446.5
0.0,17.924082314183625,0.0,1457.0
0.0,19.145851588786165,0.0,1467.5
0.0,-23.13115225691383,0.0,1479.0
0.0,-3.705316679702199,0.0,1499.5
0.0,-27.208232999607237,0.0,1512.0
0.0,-30.0,0.0,1523.0
0.0,30.0,0.0,1535.5
0.0,30.0,0.0,1545.5
0.0,29.632258708918933,0.0,1556.5
0.0,2.2116590924825843,0.0,1568.5
0.0,-30.0,0.0,1578.5
0.0,-7.975090690516498,0.0,1592.0
0.0,10.444974892757807,0.0,1602.5
0.0,-9.984707147131392,0.0,1613.5
0.0,19.68260853111519,0.0,1625.5
0.0,-3.9422177432048837,0.0,1636.0
0.0,-26.086340550087673,0.0,1646.5
0.0,-27.639954408387716,0.0,1659.0
0.0,-20.87401270406512,0.0,1670.5
0.0,-24.134395255357536,0.0,1682.5
0.0,-24.50620675065548,0.0,1695.0
0.0,-19.673015211833626,0.0,1706.5
0.0,-12.25066720231004,0.0,1717.0
0.0,-30.0,0.0,1727.0
0.0,-1.6993817167271494,0.0,1737.0
0.0,-24.955980795513945,0.0,1748.5
0.0,4.874912887410856,0.0,1759.5
0.0,-3.8154287123022312,0.0,1769.5
0.0,-6.073623283006001,0.0,1783.5
0.0,13.940126194852233,0.0,1794.5
0.0,8.866718334057605,0.0,1806.0
0.0,-0.9571636861531057,0.0,1816.0
0.0,7.399282002824852,0.0,1826.5
0.0,-6.0051328547049945,0.0,1836.5
0.0,20.091407971948776,0.0,1848.5
0.0,-20.078762408358635,0.0,1873.0
0.0,-6.661886165074313,0.0,1884.0
0.0,9.663247670637382,0.0,1894.0
0.0,30.0,0.0,1905.5
0.0,-21.774858466135015,0.0,1919.5
0.0,-30.0,0.0,1931.5
0.0,30.0,0.0,1943.5
0.0,-11.196388728624116,0.0,1955.0
0.0,-24.324041719902272,0.0,1977.0
0.0,-19.05853894824927,0.0,1987.5
0.0,-21.342168150836322,0.0,1998.0
0.0,30.0,0.0,2009.0
0.0,30.0,0.0,2022.0
0.0,26.342000190597567,0.0,2035.0
0.0,27.91848649760336,0.0,2045.5
0.0,-2.6191062154338893,0.0,2059.0
0.0,-21.185621983849003,0.0,2069.5
0.0,-20.220858963984213,0.0,2080.5
0.0,-27.255583653349284,0.0,2092.0
0.0,-30.0,0.0,2109.0
0.0,-22.956019503140364,0.0,2129.5
0.0,-21.91379531301078,0.0,2141.5
0.0,-30.0,0.0,2158.5
0.0,-30.0,0.0,2169.5
0.0,-22.012158781018584,0.0,2180.0
0.0,-1.8678414781929238,0.0,2191.5
0.0,-25.802672208108678,0.0,2202.0
0.0,-22.08530617242031,0.0,2212.0
0.0,-29.5316769200647,0.0,2222.5
0.0,-30.0,0.0,2233.0
0.0,-27.861589248948302,0.0,2243.0
0.0,6.043907537145673,0.0,2253.5
0.0,15.642379394733627,0.0,2264.0
0.0,-23.693879836036924,0.0,2274.5
0.0,-8.022303772604793,0.0,2284.5
0.0,-30.0,0.0,2296.0
0.0,-19.52588848814345,0.0,2306.5
0.0,-23.472321706208575,0.0,2333.5
0.0,-30.0,0.0,2354.5
0.0,-25.5679218774931,0.0,2372.5
0.0,-30.0,0.0,2388.0
0.0,-29.42285340183357,0.0,2420.5
0.0,-20.626384380762676,0.0,2433.0
0.0,-1.5437048543112324,0.0,2448.0
0.0,-11.7709755956569,0.0,2464.0
0.0,-15.267706462851798,0.0,2486.0
0.0,-17.43208296883772,0.0,2499.5
0.0,4.254851682081771,0.0,2511.0
0.0,12.57015380783524,0.0,2528.0
0.0,-17.595468473162736,0.0,2564.5
0.0,-10.433572486347085,0.0,2598.0
0.0,24.26407247510732,0.0,2608.0
0.0,-9.874220011882542,0.0,2619.0
0.0,28.11191892652706,0.0,2654.0
0.0,-2.9614602927814566,0.0,2688.0
0.0,-0.5890577689117578,0.0,2701.5
0.0,16.192008844011198,0.0,2719.0
0.0,2.5235909592041708,0.0,2762.0
0.0,-2.60129374079726,0.0,2773.0
0.0,2.7486892879271707,0.0,2788.0
0.0,-20.618653058315466,0.0,2805.5
0.0,15.416036794212026,0.0,2817.0
0.0,12.506028203187888,0.0,2835.5
0.0,9.781084521803159,0.0,2846.5
0.0,23.64749136578463,0.0,2893.5
0.0,22.359860281413106,0.0,2916.5
0.0,-24.295712658131983,0.0,2947.0
0.0,-29.548662527506007,0.0,2963.0
0.0,29.950376405909203,0.0,2976.0
0.0,-27.382135763413054,0.0,2988.5
0.0,-13.195781389471748,0.0,3007.5
0.0,-25.14214122280014,0.0,3024.0
0.0,15.719977006808953,0.0,3057.0
0.0,-20.494844157722365,0.0,3076.5
0.0,-29.19678906342343,0.0,3086.5
0.0,-12.679502854481417,0.0,3118.0
0.0,27.336601413240885,0.0,3162.5
0.0,-9.674743501575353,0.0,3174.5
0.0,25.679872745687717,0.0,3188.5
0.0,-4.381203943789412,0.0,3203.5
0.0,9.359827047444902,0.0,3226.0
0.0,11.943544890991973,0.0,3244.5
0.0,-9.074696831785428,0.0,3296.0
0.0,-19.039587418009496,0.0,3319.0
0.0,-2.655745667421442,0.0,3335.5
0.0,-5.2022079826585035,0.0,3359.0
0.0,4.270484448977605,0.0,3373.5
0.0,21.753013923197877,0.0,3394.0
0.0,-8.09406056532292,0.0,3407.5
0.0,18.83478174452617,0.0,3434.5
0.0,-14.261663603332366,0.0,3447.5
0.0,-27.46185339294906,0.0,3464.0
0.0,11.08170202244736,0.0,3486.5
0.0,-26.028503325425604,0.0,3498.5
0.0,-6.643683466678315,0.0,3511.5
0.0,-12.678264744021646,0.0,3525.0
0.0,23.02999588145552,0.0,3538.0
0.0,-14.31224039573975,0.0,3572.0
0.0,-0.8205882883387545,0.0,3583.0
0.0,-10.425224629373634,0.0,3606.5
0.0,14.215664909015437,0.0,3622.5
0.0,-12.138872117427205,0.0,3666.5
0.0,-1.754555184961795,0.0,3692.5
0.0,20.100827993222985,0.0,3703.5
0.0,23.0069375954372,0.0,3717.0
0.0,-19.266359392203746,0.0,3727.5
0.0,29.160461558999515,0.0,3784.5
0.0,1.0609051560070313,0.0,3798.5
0.0,-19.960450244823583,0.0,3839.0
0.0,8.13469696489718,0.0,3850.0
0.0,-7.184631872253576,0.0,3876.0
0.0,-27.545111897972518,0.0,3901.0
0.0,1.6856559018247879,0.0,3916.5
0.0,18.628935703674003,0.0,3937.0
0.0,-3.579358065010613,0.0,3964.5
0.0,-1.4869461016443637,0.0,3982.0
0.0,-18.79988241713302,0.0,3993.0
