cAzimuth,cElevation,time
40.0,50.0,0.0
90.0,50.0,500.0
-90.0,40.0,1100.0
-90.0,40.0,1300.0
-90.0,40.0,1400.0
50.0,40.0,2000.0
70.0,30.0,2300.0
90.0,30.0,2400.0
30.0,30.0,3000.0
