CELEVATION,CHEADING,CSPEED,TIME
0.0,8.113710941176118,0.0,0.5
0.0,-17.380886094893217,0.0,11.5
0.0,22.362610388234547,0.0,23.5
0.0,15.122550091047394,0.0,34.5
0.0,23.76000955700132,0.0,299.0
0.0,3.575793081322572,0.0,400.5
0.0,8.796268593562024,0.0,416.0
0.0,-8.522377251005944,0.0,542.0
0.0,-30.0,0.0,634.5
0.0,-15.123123825289149,0.0,703.5
0.0,13.161297955583908,0.0,725.5
0.0,-3.6796108882950853,0.0,736.0
0.0,30.0,0.0,747.5
0.0,-8.20461957390734,0.0,758.0
0.0,-11.21469233288295,0.0,771.0
0.0,-4.980384481564322,0.0,785.0
0.0,8.89144511527685,0.0,833.0
0.0,17.223774365084545,0.0,910.5
0.0,-30.0,0.0,1001.0
0.0,28.067097410972806,0.0,1014.0
0.0,-10.453053749252074,0.0,1025.5
0.0,-29.611348299168856,0.0,1036.0
0.0,29.637615157584563,0.0,1046.5
0.0,-11.01520502636901,0.0,1057.5
0.0,-14.171118393191342,0.0,1068.5
0.0,14.329869060972722,0.0,1080.0
0.0,-20.638078615423858,0.0,1094.5
0.0,-30.0,0.0,1106.0
0.0,-1.4086444713523856,0.0,1117.0
0.0,-17.37724748226232,0.0,1127.5
0.0,-13.63978145896244,0.0,1153.0
0.0,-14.432227706009261,0.0,1166.0
0.0,-28.06601846968345,0.0,1180.0
0.0,28.271105963469303,0.0,1238.0
0.0,-15.555105082854638,0.0,1249.5
0.0,-28.844001444608754,0.0,1260.0
0.0,-30.0,0.0,1272.5
0.0,-8.20729833013944,0.0,1303.0
0.0,12.256673211775933,0.0,1313.5
0.0,-13.27846708282961,0.0,1330.5
0.0,-23.47576347472316,0.0,1342.0
0.0,-1.3142949955497176,0.0,1353.0
0.0,-30.0,0.0,1379.0
0.0,24.46842974536406,0.0,1410.5
0.0,23.907101496366113,0.0,1422.0
0.0,16.858643780456823,0.0,1433.5
0.0,-12.340570345877712,0.0,1445.5
0.0,10.948908965479035,0.0,1455.5
0.0,-30.0,0.0,1466.5
0.0,28.728323930204013,0.0,1477.0
0.0,-21.86612817760868,0.0,1487.5
0.0,-15.575443020342883,0.0,1542.0
0.0,-29.060159557557114,0.0,1557.5
0.0,-6.073298935653012,0.0,1569.5
0.0,-1.3208234756527766,0.0,1621.0
0.0,-14.117325194946927,0.0,1636.5
0.0,-30.0,0.0,1650.0
0.0,9.323700445449749,0.0,1699.5
0.0,-13.055241172524168,0.0,1711.0
0.0,-9.28075748914499,0.0,1724.5
0.0,-23.03315810133365,0.0,1777.0
0.0,-23.852602445276272,0.0,1803.0
0.0,-21.843214699206268,0.0,1813.5
0.0,1.6396436557640293,0.0,1855.0
0.0,13.294549910237283,0.0,1882.5
0.0,-13.514491510138773,0.0,1918.5
0.0,-17.482176302949302,0.0,1943.5
0.0,7.41285065166228,0.0,1957.5
0.0,-6.497052756171783,0.0,1972.5
0.0,21.270299129770738,0.0,1996.0
0.0,-23.05163929723958,0.0,2032.5
0.0,7.27779474125854,0.0,2084.0
0.0,-24.966825365177137,0.0,2103.0
0.0,-30.0,0.0,2118.0
0.0,7.038215422514995,0.0,2133.5
0.0,-17.657311211615024,0.0,2144.5
0.0,-17.49119383437517,0.0,2155.0
0.0,-12.629134102392726,0.0,2166.5
0.0,-19.50842415826211,0.0,2180.0
0.0,-24.57457364176113,0.0,2218.0
0.0,-30.0,0.0,2228.0
0.0,-11.098716218551372,0.0,2238.0
0.0,-17.039913742848853,0.0,2262.0
0.0,-8.63052921295025,0.0,2283.5
0.0,-30.0,0.0,2334.0
0.0,8.202720678298192,0.0,2352.0
0.0,13.57862565795686,0.0,2366.5
