CAZIMUTH,CELEVATION,TIME
30.098356241214496,0.0,85.5
52.818205896616256,0.0,160.5
-2.731228104233029,0.0,286.0
-6.700344098055654,0.0,331.5
-8.420735315620274,0.0,338.5
75.8227586607281,0.0,359.0
-67.64891656983545,0.0,369.0
-48.38709992533161,0.0,437.0
22.319897085084406,0.0,449.0
73.08996739482626,0.0,465.5
-90.0,0.0,496.5
-58.824491151169624,0.0,519.0
24.173013933635396,0.0,540.5
54.5856454365888,0.0,561.0
-90.0,0.0,580.0
0.722419591847526,0.0,587.0
-71.31437424618919,0.0,600.5
-78.30070507322478,0.0,617.0
-41.5826258475733,0.0,630.0
-2.399204543361485,0.0,641.5
-70.1162378383878,0.0,666.0
62.50552225065459,0.0,678.0
-8.669636355776186,0.0,703.0
-2.6114598105359796,0.0,710.5
5.890454938974015,0.0,721.5
-87.2308056933081,0.0,735.5
29.02433623262939,0.0,773.5
-38.82035094267428,0.0,796.5
63.607982653230295,0.0,823.5
-50.91972217271927,0.0,843.0
-5.448862938386682,0.0,852.0
-39.01895876200261,0.0,858.5
5.014353704411128,0.0,865.0
-8.284113602545075,0.0,880.5
-33.99522646534712,0.0,899.0
-65.64077726143934,0.0,907.5
14.043467023338074,0.0,914.5
-42.695571356954964,0.0,926.5
80.90835741018878,0.0,942.5
-90.0,0.0,951.5
64.01092042491439,0.0,959.5
90.0,0.0,970.0
-90.0,0.0,1002.0
-17.620301747454395,0.0,1038.0
-81.01564525066854,0.0,1050.0
90.0,0.0,1084.0
36.521592359240216,0.0,1113.0
53.312104981619996,0.0,1129.0
-13.603606512424378,0.0,1152.5
90.0,0.0,1164.0
-73.91774495162697,0.0,1177.5
15.776305174834071,0.0,1184.5
81.96709071910952,0.0,1191.0
22.32972642778329,0.0,1207.5
38.42493849971036,0.0,1216.0
-4.512422473506861,0.0,1229.0
41.939298906325924,0.0,1252.5
9.750758742046731,0.0,1264.5
-46.878668107909576,0.0,1280.0
-62.24790389915471,0.0,1288.5
75.11175780917482,0.0,1298.0
86.5943863067597,0.0,1308.5
-60.919072331054906,0.0,1315.0
7.200780959479703,0.0,1330.0
31.994493665446996,0.0,1343.0
-28.121166037646603,0.0,1355.5
12.281750672720186,0.0,1373.5
-66.56213481339734,0.0,1382.0
29.434324374133354,0.0,1394.5
-22.695308646871673,0.0,1405.0
90.0,0.0,1436.5
34.71238956336111,0.0,1451.5
90.0,0.0,1465.5
9.806742538559408,0.0,1482.5
-23.690905707468207,0.0,1498.0
85.88641067552774,0.0,1524.5
22.890633793966717,0.0,1546.5
31.138056909469633,0.0,1556.0
65.2595620287158,0.0,1589.5
-46.38742131841794,0.0,1600.0
-75.35353884933289,0.0,1608.5
-90.0,0.0,1616.0
-48.848758209730285,0.0,1625.0
22.649357810534553,0.0,1635.0
-90.0,0.0,1645.5
1.2760639628091042,0.0,1652.5
12.080702493547342,0.0,1671.0
89.6732737505186,0.0,1679.5
-77.67057559549829,0.0,1687.5
21.676730581288513,0.0,1696.0
72.47129875339098,0.0,1712.0
21.479107763106725,0.0,1722.5
62.96390715176433,0.0,1729.5
85.1973393647236,0.0,1745.0
-71.20467290969172,0.0,1751.5
57.86568150178181,0.0,1766.5
-78.8500680263013,0.0,1779.5
-42.53082855559769,0.0,1786.0
-90.0,0.0,1795.0
-3.8623783175658417,0.0,1801.0
23.80174440728293,0.0,1807.5
-35.793714029000824,0.0,1813.5
-62.099282010378644,0.0,1866.5
-8.8268661787087,0.0,1886.0
-26.57903539938898,0.0,1896.0
90.0,0.0,1906.5
-46.63499992104201,0.0,1915.0
81.39341944771336,0.0,1925.0
-90.0,0.0,1934.0
-17.845482768938847,0.0,1943.0
-20.342537957248368,0.0,1957.0
2.1447027586871643,0.0,1974.0
21.20023435085978,0.0,1981.5
-31.921308680400244,0.0,1990.5
53.27960049949138,0.0,1997.5
-86.4697230212094,0.0,2007.5
67.43478407919571,0.0,2023.5
34.60598730182819,0.0,2041.0
35.487737998471786,0.0,2055.5
17.782144401999474,0.0,2076.0
-40.09755428398994,0.0,2086.0
54.7945538041194,0.0,2092.0
-11.087377582131793,0.0,2115.0
4.197001755091732,0.0,2125.0
-26.55784009050865,0.0,2151.0
-52.72705684839797,0.0,2171.5
7.599088432277171,0.0,2199.5
-54.778828868007764,0.0,2214.5
-26.96374666104078,0.0,2230.5
67.58627264570605,0.0,2239.5
37.224662927339935,0.0,2249.0
-69.87349486757032,0.0,2255.5
-90.0,0.0,2266.5
60.870611229110416,0.0,2292.5
-61.43662148091209,0.0,2318.0
-65.9842094452766,0.0,2325.5
-27.63562782405502,0.0,2344.5
41.45795433457456,0.0,2351.5
-36.175301716304745,0.0,2363.0
-1.5604014109307383,0.0,2370.5
13.599437895336479,0.0,2376.5
84.6434818523266,0.0,2385.0
86.35110674737727,0.0,2393.5
76.66027661435697,0.0,2409.0
-60.26462745398864,0.0,2417.5
-56.42364777746356,0.0,2436.0
-47.95284316671018,0.0,2471.0
69.52957895552086,0.0,2479.5
-90.0,0.0,2510.5
-25.68027374033952,0.0,2524.0
-26.48202227520038,0.0,2553.5
-25.675052611520897,0.0,2573.5
44.85797782271965,0.0,2583.5
75.21168517777717,0.0,2604.0
90.0,0.0,2610.5
-90.0,0.0,2626.0
-86.20164714345549,0.0,2655.5
90.0,0.0,2663.0
-79.72094382982903,0.0,2688.0
54.756649320432594,0.0,2700.5
21.39890731460588,0.0,2720.0
-51.31639915971758,0.0,2731.0
64.9336916341765,0.0,2746.5
-58.81521009191485,0.0,2761.0
43.38984791647018,0.0,2770.5
-52.3955949325782,0.0,2777.5
-17.778036235416778,0.0,2784.0
-4.026252841870667,0.0,2796.0
-35.59031110513985,0.0,2805.5
-81.6731738041552,0.0,2829.0
49.070245933758486,0.0,2839.0
90.0,0.0,2854.5
-44.152833494808064,0.0,2878.0
-65.30524729351642,0.0,2884.0
3.602595707163431,0.0,2890.0
-90.0,0.0,2896.0
-84.37368505074687,0.0,2902.0
-38.403271124869015,0.0,2908.0
64.70006500004342,0.0,2914.0
60.14156473963301,0.0,2920.5
-20.804575273957845,0.0,2926.5
-70.56938806332606,0.0,2932.5
21.169892157283776,0.0,2938.5
77.6370621348577,0.0,2944.5
90.0,0.0,2950.5
-23.942943908416645,0.0,2956.5
64.1063800377738,0.0,2962.5
11.71785345458121,0.0,2968.5
42.110015919225695,0.0,2974.5
-15.072080022741766,0.0,2980.5
65.7700487732053,0.0,2986.5
90.0,0.0,2992.5
41.57089810996203,0.0,2998.5
88.49349784835327,0.0,3004.5
12.248238157358397,0.0,3010.5
-45.30308969998541,0.0,3016.5
-90.0,0.0,3022.5
90.0,0.0,3028.5
-44.887855006838265,0.0,3034.5
90.0,0.0,3040.5
-90.0,0.0,3046.5
-85.97656859787148,0.0,3053.0
61.80264173690739,0.0,3059.0
-33.05869606655814,0.0,3065.0
-38.75504806261493,0.0,3071.0
-62.7406286909718,0.0,3077.0
32.429903208702186,0.0,3083.0
64.04758629325188,0.0,3089.0
-20.41536901357659,0.0,3095.0
90.0,0.0,3101.0
25.964253431669704,0.0,3107.0
-76.77865462799268,0.0,3113.5
-36.52230748667199,0.0,3119.5
78.75153116473804,0.0,3125.5
82.8595007303263,0.0,3131.5
-12.158327988705157,0.0,3137.5
-42.30791688638346,0.0,3143.5
-70.93077804947161,0.0,3149.5
15.453891878786019,0.0,3155.5
-70.25011625243371,0.0,3161.5
-55.37150884917227,0.0,3167.5
44.714128951044344,0.0,3173.5
51.295785614367944,0.0,3179.5
26.537280261965297,0.0,3185.5
60.21744603394079,0.0,3191.5
-33.631335980290935,0.0,3197.5
26.581197440219402,0.0,3203.5
-20.144218639405054,0.0,3210.0
-67.60518790462503,0.0,3216.0
67.82302309534502,0.0,3222.0
-51.35420455662758,0.0,3228.0
-57.48684385871217,0.0,3234.0
73.774547046015,0.0,3240.0
-55.509662704000924,0.0,3246.0
81.40641470181261,0.0,3252.0
-31.88330689281286,0.0,3258.0
-39.03686869668596,0.0,3264.0
-45.2604501721877,0.0,3270.0
11.0653805630275,0.0,3276.0
-48.24361437069762,0.0,3282.0
-42.507029850103116,0.0,3288.0
7.974872097462233,0.0,3294.0
-29.215392432447562,0.0,3300.0
24.58845971279956,0.0,3306.0
-80.34744557057434,0.0,3312.0
-77.31120948905661,0.0,3318.0
-68.18452342665711,0.0,3329.5
-25.332004457598988,0.0,3336.5
-27.882020255534474,0.0,3343.0
21.17171278856565,0.0,3349.5
-80.70923109160593,0.0,3360.5
-58.04862438765187,0.0,3366.5
83.52226264335005,0.0,3372.5
52.64873823130551,0.0,3380.0
-90.0,0.0,3386.0
90.0,0.0,3397.0
-83.00021986731772,0.0,3406.5
66.69477291934032,0.0,3412.5
-66.05904353409554,0.0,3427.5
33.31595943023648,0.0,3437.5
-83.8893396216561,0.0,3455.0
90.0,0.0,3462.0
78.87249600193927,0.0,3469.0
48.92713266604247,0.0,3492.5
-49.36182869615463,0.0,3499.0
-14.984061260957224,0.0,3506.0
30.166832756324943,0.0,3519.0
18.57198023588585,0.0,3531.0
84.04966048932326,0.0,3539.5
-40.31699064771305,0.0,3547.0
19.49473283815875,0.0,3553.5
-5.205098522019842,0.0,3563.0
32.78654356100106,0.0,3570.0
-25.783023915190554,0.0,3577.5
-79.30353167374909,0.0,3583.5
32.9179007092864,0.0,3592.5
-69.28672495046182,0.0,3605.0
-16.551948764234687,0.0,3611.5
-31.23632789265241,0.0,3623.0
-34.093269377321036,0.0,3630.0
-14.892028398798814,0.0,3636.5
11.125811718318863,0.0,3642.5
-75.8955263087901,0.0,3653.5
-9.319650905518271,0.0,3659.5
-90.0,0.0,3665.5
14.465632101155823,0.0,3672.5
-19.76055379422732,0.0,3679.0
-31.099260391280982,0.0,3685.0
-51.84778217454879,0.0,3691.0
-6.085507905293654,0.0,3697.5
49.48018239175884,0.0,3704.0
-20.798770015668687,0.0,3710.5
-30.573763169253255,0.0,3718.0
28.11865843070105,0.0,3724.0
90.0,0.0,3731.0
90.0,0.0,3737.5
-90.0,0.0,3744.0
66.31046619324714,0.0,3750.5
-88.58707247030917,0.0,3757.0
-86.01216274127833,0.0,3764.0
-44.436863510263365,0.0,3771.0
33.31430574771776,0.0,3778.5
44.20110354578678,0.0,3784.5
-76.1858526211835,0.0,3791.0
-23.603721231051146,0.0,3797.5
-20.09280287886837,0.0,3803.5
-12.455243313944118,0.0,3810.0
18.440247497410862,0.0,3816.0
-90.0,0.0,3823.0
41.50460532064313,0.0,3829.5
64.61206894227627,0.0,3836.0
71.12553277459989,0.0,3842.5
-21.09570229176379,0.0,3848.5
-79.39960694900437,0.0,3855.5
83.29071599907883,0.0,3862.0
20.690061861390873,0.0,3868.0
76.14792050633307,0.0,3874.5
62.605033986714055,0.0,3881.0
19.987905027709402,0.0,3887.5
46.77581647919796,0.0,3894.0
-76.98996055763334,0.0,3900.0
-78.88018377721515,0.0,3906.5
-90.0,0.0,3914.0
-84.27019091109537,0.0,3920.5
74.78475451088592,0.0,3926.5
-19.784685810087673,0.0,3932.5
66.39431354710507,0.0,3939.5
-76.59484215058328,0.0,3947.0
27.366897512881913,0.0,3953.5
-87.78157567547863,0.0,3960.5
-21.250387682583266,0.0,3966.5
23.513321876415723,0.0,3973.0
58.202066717811235,0.0,3979.5
12.885905267446375,0.0,3985.5
9.628671546670697,0.0,3991.5
41.6072290840253,0.0,3999.0
