cAzimuth,cElevation,time
36.60749707394014,0.0,0.0
13.68853420058959,0.0,2.0
-30.004113885602184,0.0,4.0
-20.12567817990265,0.0,6.0
-14.62648501835773,0.0,8.0
-98.52434998736076,0.0,10.0
-120.19889123975398,0.0,12.0
7.228880061125535,0.0,14.0
-157.52357407854768,0.0,16.0
-61.13287212689103,0.0,18.0
64.91683960675836,0.0,20.0
40.53682969488402,0.0,22.0
-4.704349719820405,0.0,24.0
28.61645612774894,0.0,26.0
8.638252748431565,0.0,28.0
9.96559574840163,0.0,30.0
6.950773803902081,0.0,32.0
27.976846131037117,0.0,34.0
-59.25650817915957,0.0,36.0
53.848557702708916,0.0,38.0
32.94327841537863,0.0,40.0
-64.16273041842334,0.0,42.0
37.91962568465282,0.0,44.0
29.392221033416206,0.0,46.0
-15.132329003991295,0.0,48.0
71.87182740515169,0.0,50.0
61.576515743525135,0.0,52.0
-103.93500233284131,0.0,54.0
-63.98433213620676,0.0,56.0
19.00876669162039,0.0,58.0
43.91726176982563,0.0,60.0
-73.23718651859367,0.0,62.0
36.5973600649932,0.0,64.0
129.81158757998935,0.0,66.0
18.588385198158402,0.0,68.0
-16.433516510899615,0.0,70.0
-10.670435893560873,0.0,72.0
98.38870306648855,0.0,74.0
-88.5364190780116,0.0,76.0
-101.29653745222573,0.0,78.0
39.95040905018816,0.0,80.0
-18.444394432083755,0.0,82.0
-156.68125183968675,0.0,84.0
114.49294138308014,0.0,86.0
-99.65904872193126,0.0,88.0
32.72012966407672,0.0,90.0
140.74309307536564,0.0,92.0
90.95467434653135,0.0,94.0
10.058333275767843,0.0,96.0
-21.430710905609274,0.0,98.0
104.73081134079831,0.0,100.0
53.74834351170571,0.0,102.0
71.4855453258044,0.0,104.0
27.636730549973574,0.0,106.0
3.439343296952508,0.0,108.0
124.64654097102228,0.0,110.0
-7.705347345625779,0.0,112.0
23.764179856228857,0.0,114.0
82.46569614811143,0.0,116.0
63.53999339944567,0.0,118.0
-2.6235597661159096,0.0,120.0
137.0246615053708,0.0,122.0
-45.03437056862574,0.0,124.0
-86.08095160397279,0.0,126.0
