80 80 Real
8.02433393028926e-12 7.14826595548563e-14 1.05206602083201e-11 9.03923758175369e-09 1.66443490637437e-08 1.96065216426548e-08 2.2976128752149e-08 2.67852068935591e-08 3.10637718940417e-08 3.58388107414239e-08 4.11331993478622e-08 4.69645715733294e-08 5.33441693533513e-08 6.02757074060621e-08 6.77542888989775e-08 7.57654108807293e-08 8.42841003661594e-08 9.32742235607474e-08 1.02688011326515e-07 1.1246584286734e-07 1.22536325951586e-07 1.32816705240736e-07 1.43213620360166e-07 1.53624222667614e-07 1.63937645114487e-07 1.74036804245607e-07 1.83800498323178e-07 1.93105751688301e-07 2.0183034343985e-07 2.09855448754318e-07 2.17068313996689e-07 2.23364882429739e-07 2.28652286041626e-07 2.32851120963757e-07 2.35897429238766e-07 2.37744318273037e-07 2.38363160935961e-07 2.37744333517356e-07 2.35897465012404e-07 2.32851188715441e-07 2.28652405028556e-07 2.23365081864009e-07 2.17068635219304e-07 2.09855946713215e-07 2.01831086525572e-07 1.9310681889603e-07 1.83801972891881e-07 1.74038763471664e-07 1.63940146950619e-07 1.53627290853494e-07 1.43217230889482e-07 1.32820777557804e-07 1.22540722031934e-07 1.124703761094e-07 1.02692465122675e-07 9.32783770177837e-08 8.42877566117956e-08 7.57684224043803e-08 6.77565748245513e-08 6.02772594183945e-08 5.33450456738375e-08 4.69648811035538e-08 4.11330800839917e-08 3.58384073066484e-08 3.10632164785054e-08 2.67846063772398e-08 2.29755588968481e-08 1.96060275582541e-08 1.66439500773599e-08 1.40561646522734e-08 1.18092161229421e-08 9.87004449226958e-09 8.20655399249112e-09 6.78806562412685e-09 5.58565976629447e-09 4.57241808610225e-09 3.72357568065319e-09 3.01659532087409e-09 2.43117598139458e-09 1.94920766467041e-09
3.06752711577925e-13 3.77966118402386e-20 6.03072951351001e-17 1.56763838232681e-09 2.7526013867983e-08 3.24254652806544e-08 3.79989832573515e-08 4.42995516984313e-08 5.13767757494805e-08 5.92752066309009e-08 6.80325503326724e-08 7.76778043388091e-08 8.82293723309754e-08 9.96932105459347e-08 1.12061062007951e-07 1.25308837371178e-07 1.3939520440993e-07 1.54260452239737e-07 1.69825699994125e-07 1.85992520909328e-07 2.02643049342831e-07 2.19640628499554e-07 2.36831040080251e-07 2.54044334610171e-07 2.71097254878979e-07 2.87796217268751e-07 3.03940789169241e-07 3.19327576980697e-07 3.33754419439991e-07 3.47024765626787e-07 3.58952106144787e-07 3.69364319710207e-07 3.78107795888219e-07 3.85051198251607e-07 3.90088741010731e-07 3.93142866208111e-07 3.94166227604077e-07 3.93142910759355e-07 3.90088845558539e-07 3.85051396254674e-07 3.78108143625359e-07 3.69364902553233e-07 3.58953044912039e-07 3.47026220902608e-07 3.33756591094502e-07 3.19330695875882e-07 3.03945098569462e-07 2.87801943071278e-07 2.71104566449586e-07 2.54053301327618e-07 2.36841591786526e-07 2.19652529772139e-07 2.02655896807716e-07 1.86005769226823e-07 1.69838716132421e-07 1.54272590642404e-07 1.39405889721321e-07 1.25317638494291e-07 1.12067742583876e-07 9.96977462737563e-08 8.82319333616624e-08 7.76787089352618e-08 6.80322017861796e-08 5.92740276001048e-08 5.13751525576747e-08 4.42977967004072e-08 3.79973178655961e-08 3.24240213279772e-08 2.7524847837531e-08 2.32449029446758e-08 1.95288021527668e-08 1.63218181285538e-08 1.35708267341921e-08 1.1225057265582e-08 9.23665872509736e-09 7.56109833678672e-09 6.15741115497594e-09 4.98832090582208e-09 4.0202524773011e-09 3.22325599923159e-09
3.82468838214318e-11 1.4347802212633e-20 3.37151388694084e-21 1.25613958419869e-11 4.22187611792007e-08 5.27526302652435e-08 6.18224013017097e-08 7.20756869533685e-08 8.35930918500894e-08 9.64468750866292e-08 1.10698031841704e-07 1.26393281674473e-07 1.43562046392578e-07 1.62213500175144e-07 1.82333772562953e-07 2.03883384901112e-07 2.26795005801967e-07 2.50971621637967e-07 2.76285231216914e-07 3.02576184281592e-07 3.29653285127204e-07 3.57294770641423e-07 3.85250244762381e-07 4.13243610724161e-07 4.40976993440498e-07 4.68135593139843e-07 4.94393363524293e-07 5.19419367087925e-07 5.42884628454543e-07 5.644692836609e-07 5.83869808406294e-07 6.00806100639607e-07 6.15028192194291e-07 6.26322370778983e-07 6.34516507995991e-07 6.39484411535177e-07 6.41149050112105e-07 6.39484537236862e-07 6.34516802978452e-07 6.26322929446193e-07 6.15029173337368e-07 6.00807745135795e-07 5.83872457145487e-07 5.64473389733086e-07 5.42890755794843e-07 5.19428167075243e-07 4.94405522530945e-07 4.68151748536751e-07 4.40997623094526e-07 4.13268910388032e-07 3.85280016484707e-07 3.57328350175717e-07 3.29689534350518e-07 3.02613564513702e-07 2.76321956353588e-07 2.51005870236654e-07 2.26825154492179e-07 2.03908217339261e-07 1.82352621860519e-07 1.62226297766901e-07 1.43569272360824e-07 1.26395834000485e-07 1.1069704841503e-07 9.64435484419561e-08 8.35885120016305e-08 7.20707352126269e-08 6.18177023857608e-08 5.2748556141397e-08 4.47768806698327e-08 3.7813228205053e-08 3.17673402459653e-08 2.6550037415495e-08 2.20747720523097e-08 1.825885379183e-08 1.50243698976892e-08 1.2298829319312e-08 1.00155632603315e-08 8.11391642669588e-09 6.53926289784869e-09 5.24287929044192e-09
7.34587459190635e-09 1.14461807377672e-16 3.22076522945004e-22 1.79623665818389e-15 2.50402431737483e-08 8.44296635968482e-08 9.8951713412752e-08 1.15369772770871e-07 1.33812589059721e-07 1.54395225288783e-07 1.77214378281129e-07 2.02343610564606e-07 2.29828632965589e-07 2.59682757932106e-07 2.91882623810562e-07 3.26364279334438e-07 3.63019724521731e-07 4.01694031136504e-07 4.42183206056883e-07 4.84233000214479e-07 5.27538887583991e-07 5.71747429795416e-07 6.16459197245431e-07 6.61233341697907e-07 7.05593820481538e-07 7.49037173803586e-07 7.91041667915182e-07 8.31077546302628e-07 8.6861808123457e-07 9.03151086836498e-07 9.34190538363222e-07 9.61287936853321e-07 9.84043061997722e-07 1.00211376888239e-06 1.01522450750375e-06 1.02317327894236e-06 1.02583678932392e-06 1.0231736213566e-06 1.01522531104266e-06 1.00211529070452e-06 9.84045734653692e-07 9.6129241649819e-07 9.34197753588787e-07 9.03162271870151e-07 8.68634772248356e-07 8.31101517667435e-07 7.91074789324751e-07 7.49081181470747e-07 7.05650016126452e-07 6.61302258555424e-07 6.16540296091489e-07 5.71838901207537e-07 5.27637631289483e-07 4.84334824813554e-07 4.42283246161148e-07 4.0178732509519e-07 3.63101850236852e-07 3.26431923458506e-07 2.91933969724143e-07 2.59717618861967e-07 2.29848316666786e-07 2.02350563158485e-07 1.77211699404592e-07 1.54386163433333e-07 1.33800113448768e-07 1.15356284116915e-07 9.89389134592586e-08 8.44185655911957e-08 7.16566835279801e-08 6.05097347733003e-08 5.08328534266123e-08 4.24829271811138e-08 3.53211180637371e-08 2.92148373040673e-08 2.40392158437822e-08 1.96781237801593e-08 1.60247968316125e-08 1.29821282381383e-08 1.0462682359065e-08 8.38848285676614e-09
4.55688168381182e-08 2.58642328661568e-12 2.42389028067316e-21 4.68646606848038e-19 2.24528128290483e-09 1.32944576884484e-07 1.55826727413795e-07 1.81699013713572e-07 2.1076350078621e-07 2.43199867770034e-07 2.79158007683531e-07 3.18750652611057e-07 3.6204625115162e-07 4.09062255648961e-07 4.59758903358387e-07 5.1403353049577e-07 5.71715466391335e-07 6.32561623637281e-07 6.96253012398083e-07 7.62392526621108e-07 8.30504433274526e-07 9.00036008009652e-07 9.70361687724878e-07 1.04078996319988e-06 1.11057304351869e-06 1.17891912631649e-06 1.24500693682463e-06 1.30800207345398e-06 1.36707462176989e-06 1.42141746386199e-06 1.470264702976e-06 1.51290963195764e-06 1.54872169187815e-06 1.57716189324792e-06 1.59779620947571e-06 1.61030650481334e-06 1.61449862971407e-06 1.61030740533046e-06 1.5977983227072e-06 1.57716589549651e-06 1.54872872071111e-06 1.51292141300086e-06 1.47028367833828e-06 1.42144687944489e-06 1.36711851756089e-06 1.30806511588107e-06 1.24509404300588e-06 1.1790348623278e-06 1.11072083276122e-06 1.04097120803096e-06 9.70574970036116e-07 9.002765691907e-07 8.30764119900801e-07 7.62660315706738e-07 6.96516108430779e-07 6.32806977943786e-07 5.71931449271295e-07 5.14211428157997e-07 4.59893938265212e-07 4.09153936604413e-07 3.62098017428071e-07 3.18768937276792e-07 2.79150962491063e-07 2.43176035945433e-07 2.10730691106819e-07 1.81663539826691e-07 1.55793064744133e-07 1.32915390177019e-07 1.12811702489001e-07 9.5255038866194e-08 8.00162450928975e-08 6.68689958565447e-08 5.55938556856933e-08 4.59814227850321e-08 3.78346382331871e-08 3.09703621629178e-08 2.52203227614395e-08 2.04315396034759e-08 1.64663148643381e-08 1.32018772326346e-08
8.60906652530087e-08 2.06076622526459e-09 9.98622943266538e-19 1.89960203412321e-20 1.69342474814359e-11 1.94194686014667e-07 2.41466820713484e-07 2.81601364405946e-07 3.26691526667166e-07 3.77011987148145e-07 4.32789139175842e-07 4.9418999189304e-07 5.61311888516303e-07 6.34173207136843e-07 7.12704992793039e-07 7.96743330583247e-07 8.86022275884711e-07 9.80167328796628e-07 1.07868973474052e-06 1.18098222058869e-06 1.2863170258334e-06 1.39384717215327e-06 1.50261179546297e-06 1.61154606766629e-06 1.71949583497662e-06 1.8252366886823e-06 1.9274968420902e-06 2.02498295850735e-06 2.11640796397653e-06 2.20051985957964e-06 2.27613058360305e-06 2.34214403009889e-06 2.39758238783264e-06 2.44161001840485e-06 2.47355415171708e-06 2.4929217522511e-06 2.49941201000937e-06 2.49292403870047e-06 2.47355951729721e-06 2.44162018027574e-06 2.39760023432354e-06 2.34217394264366e-06 2.2761787628146e-06 2.20059454693317e-06 2.11651941716352e-06 2.025143025777e-06 1.92771800820399e-06 1.82553054709139e-06 1.71987107783492e-06 1.61200625561571e-06 1.50315332786902e-06 1.39445796671198e-06 1.28697638067032e-06 1.1816621478973e-06 1.0793577461981e-06 9.80790293294544e-07 8.86570665143859e-07 7.97195019935711e-07 7.13047851877639e-07 6.34405988787164e-07 5.61443325183863e-07 4.94236417398144e-07 4.32771251147501e-07 3.7695147718254e-07 3.26608221565495e-07 2.81511294773809e-07 2.4138134983505e-07 2.05902358570735e-07 1.74733728532214e-07 1.47521465099764e-07 1.23907951815915e-07 1.03540121903494e-07 8.60759763388539e-08 7.11895390294417e-08 5.85744190444312e-08 4.7946181006662e-08 3.90437230727078e-08 3.16298432967053e-08 2.54911515380936e-08 2.04374621271042e-08
1.31138958584471e-07 5.51268384472182e-08 1.77824349045681e-15 5.36656672429915e-21 5.62852964997246e-15 1.21575810864598e-07 3.68256270903866e-07 4.29567401860263e-07 4.98457707023083e-07 5.75337182397817e-07 6.60537119342445e-07 7.54293963633937e-07 8.56735429828436e-07 9.67868940162501e-07 1.08757187802754e-06 1.21558277036437e-06 1.35149250741792e-06 1.49473512281909e-06 1.64457839375828e-06 1.80011535824678e-06 1.96025851533511e-06 2.12373875607909e-06 2.28911087618956e-06 2.45476690546091e-06 2.61895763200482e-06 2.77982182373506e-06 2.93542194454759e-06 3.08378473085183e-06 3.22294483996901e-06 3.3509898365805e-06 3.46610494822405e-06 3.56661620840927e-06 3.65103076459514e-06 3.71807324629354e-06 3.7667171831416e-06 3.79621056296195e-06 3.8060947511305e-06 3.79621616776879e-06 3.76673033586678e-06 3.71809815623655e-06 3.65107451195974e-06 3.5666895334685e-06 3.46622305063114e-06 3.35117291878437e-06 3.2232180467991e-06 3.08417710609494e-06 2.93596409228245e-06 2.78054216315836e-06 2.61987747032076e-06 2.45589497092319e-06 2.29043834251007e-06 2.12523600572914e-06 1.96187480150655e-06 1.80178207401946e-06 1.64621590003076e-06 1.4962622048194e-06 1.3528367820429e-06 1.21669000309142e-06 1.08841233352459e-06 9.68439561232237e-07 8.57057622457202e-07 7.54407767154742e-07 6.60493270156511e-07 5.75188853432646e-07 4.98253500006916e-07 4.29346612851465e-07 3.68046754887394e-07 3.13871709417293e-07 2.66298429549771e-07 2.24781588111301e-07 1.88769796659859e-07 1.5771899981775e-07 1.31102951434007e-07 1.08420970233151e-07 8.92033343491261e-08 7.30147251786576e-08 5.94561088911542e-08 4.81653871644193e-08 3.88170858285047e-08 3.11212966121125e-08
1.96527960324621e-07 2.22964218130005e-07 9.07775237588835e-12 1.7320375882652e-20 4.45362337875151e-18 1.27488507158508e-08 5.52882092799269e-07 6.45166887028151e-07 7.48879813744328e-07 8.64616006651107e-07 9.92840837588672e-07 1.1338674786532e-06 1.28784016464215e-06 1.45472283719104e-06 1.63429141627458e-06 1.8261270057217e-06 2.02960729502086e-06 2.24389439392054e-06 2.46791910014869e-06 2.70036363122603e-06 2.9396465136235e-06 3.1839140984944e-06 3.43104284333328e-06 3.67865520075147e-06 3.92415010425378e-06 4.16474715655372e-06 4.39754214794139e-06 4.61957069449348e-06 4.82787658973722e-06 5.01958173676484e-06 5.19195502890919e-06 5.34247806201824e-06 5.46890596247691e-06 5.56932187138082e-06 5.64218377658674e-06 5.68636250124763e-06 5.70116980465029e-06 5.68637576569495e-06 5.64221490408769e-06 5.56938082374728e-06 5.46900949585991e-06 5.34265159456153e-06 5.19223453241436e-06 5.02001502274924e-06 4.82852316645423e-06 4.62049929754646e-06 4.39882520555168e-06 4.16645192615731e-06 3.92632701190384e-06 3.6813249029068e-06 3.43418445152491e-06 3.18745751928997e-06 2.9434716486177e-06 2.70430811391735e-06 2.47179445505601e-06 2.24750841654948e-06 2.03278868208009e-06 1.82874740471156e-06 1.63628045496688e-06 1.45607328036184e-06 1.28860267212439e-06 1.1341368083286e-06 9.92737063233272e-07 8.64264968372518e-07 7.4839653335908e-07 6.446443633694e-07 5.52386248028327e-07 4.70897645471547e-07 3.99385000325735e-07 3.37017090285291e-07 2.8295236110883e-07 2.36361170898681e-07 1.96442745086308e-07 1.62437275279775e-07 1.33633931050407e-07 1.0937563840544e-07 8.90614007869723e-08 7.21467882786216e-08 5.8143064819911e-08 4.6615297082733e-08
2.89780158875977e-07 3.48811214337607e-07 5.79746435858904e-09 1.6626446092117e-18 4.20922586277e-20 6.61884703954364e-11 7.70685628056498e-07 9.54406070758764e-07 1.10837403522198e-06 1.28018184910449e-06 1.47044695644188e-06 1.67954014792593e-06 1.90756987710353e-06 2.15437870564521e-06 2.41954710350518e-06 2.7023976144544e-06 3.00199225357849e-06 3.31711821979591e-06 3.64626106462594e-06 3.98756916702582e-06 4.33881727306047e-06 4.69737878425828e-06 5.06021591493957e-06 5.423894095432e-06 5.78462301570639e-06 6.13832266118276e-06 6.48070958179028e-06 6.80739697895061e-06 7.11400198292222e-06 7.39625431925461e-06 7.6501018637171e-06 7.87180986126302e-06 8.05805153720238e-06 8.20598838229631e-06 8.31333863798739e-06 8.37843260696687e-06 8.40025352179187e-06 8.37846291425777e-06 8.31340975970118e-06 8.2061230796927e-06 8.05828809559631e-06 7.87220635733557e-06 7.65074048768908e-06 7.39724431333785e-06 7.11547931463206e-06 6.80951869892589e-06 6.48364117775311e-06 6.14221780637918e-06 5.78959692617403e-06 5.42999396810944e-06 5.06739402277945e-06 4.70547497418432e-06 4.34755713806452e-06 3.99658172378139e-06 3.65511567466822e-06 3.325375724419e-06 3.00926125021925e-06 2.70838483672573e-06 2.42409176132375e-06 2.15746426759958e-06 1.90931209338335e-06 1.68015552620881e-06 1.47020984746182e-06 1.27937977880612e-06 1.10726981136255e-06 9.53212181851359e-07 8.16310142639712e-07 6.95491209235586e-07 5.89563847365351e-07 4.9727153137724e-07 4.17339742008028e-07 3.48513563018544e-07 2.89585454720367e-07 2.39414145665271e-07 1.96936285734506e-07 1.61172646796528e-07 1.31230443262755e-07 1.06302979656616e-07 8.56674662774556e-08 6.86815564305229e-08
4.20446578739383e-07 5.06319107433904e-07 1.76405239046696e-07 2.72477332829838e-15 7.27463172679683e-21 1.77951074534218e-14 4.60967058312247e-07 1.3913799310165e-06 1.61699557311623e-06 1.86873277959681e-06 2.14734104787589e-06 2.45316466312311e-06 2.78613909085894e-06 3.14581389542856e-06 3.53139060108969e-06 3.94175892975411e-06 4.3755144736624e-06 4.83094573754307e-06 5.30598747536352e-06 5.79814772802513e-06 6.30442474335462e-06 6.82123441509275e-06 7.34436789543586e-06 7.86899328982431e-06 8.3897068978032e-06 8.90063090644736e-06 9.39554794687189e-06 9.86805962444103e-06 1.03117559894937e-05 1.07203850155083e-05 1.10880142349028e-05 1.14091796352466e-05 1.16790190701876e-05 1.18933886169998e-05 1.20489607132519e-05 1.2143302892705e-05 1.21749358632565e-05 1.21433697478021e-05 1.20491176012133e-05 1.18936857470715e-05 1.16795408962543e-05 1.14100542691269e-05 1.10894229806668e-05 1.0722568851431e-05 1.03150148474125e-05 9.87273994362521e-06 9.40201477802065e-06 8.90922323861201e-06 8.4006788869692e-06 7.88244904809867e-06 7.36020214134037e-06 6.83909386566638e-06 6.3237040819677e-06 5.81802859956947e-06 5.32551993098071e-06 4.84916103350633e-06 4.39154921190487e-06 3.95496619159023e-06 3.54141569837944e-06 3.15262036139827e-06 2.78998225978434e-06 2.45452213103426e-06 2.14681800726682e-06 1.86696348626486e-06 1.61455975681004e-06 1.38874632185874e-06 1.18826615612158e-06 1.01155435315846e-06 8.56836467370405e-07 7.22223633976232e-07 6.05795005809018e-07 5.05662515991566e-07 4.20017079274158e-07 3.4715824189018e-07 2.85510748185282e-07 2.33631738155875e-07 1.90211769091894e-07 1.54072018494024e-07 1.24159204439492e-07 9.9539125969503e-08
